record_id,employee_id,employee_name,campus,department,pay_period_end,hours_worked,hourly_rate,calculated_pay,pay_status,submitted_date,approved_date,supervisor_id
TS-001051,EMP-1727,Employee 1918,Campus E,Registrar,2026-03-15,13.42,11.31,151.78,Pending,2026-03-17,2026-03-21,SUP-003
TS-002059,EMP-1261,Employee 1502,Campus A,Financial Aid,2026-05-05,2.57,27.23,69.98,Approved,2026-05-07,2026-05-09,SUP-001
TS-001281,EMP-1108,Employee 1376,Campus A,Registrar,2026-03-18,18.94,23.42,443.57,Pending,2026-03-19,2026-03-20,SUP-026
TS-001042,EMP-1496,Employee 1766,Campus A,Financial Aid,2026-04-24,4.11,20.0,82.2,Approved,2026-04-27,2026-04-30,SUP-024
TS-002089,EMP-1774,Employee 1058,Campus C,Facilities,2026-06-07,12.27,26.3,322.7,Processing,2026-06-09,2026-06-10,SUP-037
TS-000885,EMP-1557,Employee 1150,Campus C,IT Services,2026-02-27,20.18,29.79,601.16,Pending,2026-03-02,2026-03-03,SUP-007
TS-002337,EMP-1443,Employee 1079,Campus E,Student Success,2026-01-25,27.18,21.6,587.09,Rejected,2026-01-25,2026-01-30,SUP-028
TS-000029,EMP-1714,Employee 1129,Campus E,Library,2026-01-26,21.51,17.65,379.65,Pending,2026-01-29,2026-01-30,SUP-027
TS-000754,EMP-1641,Employee 1801,Campus D,Registrar,2026-05-29,26.51,29.76,788.94,Pending,2026-05-29,2026-06-02,SUP-026
TS-001845,EMP-1320,Employee 1709,Campus C,Financial Aid,2026-01-30,13.82,11.54,159.48,Rejected,2026-01-30,2026-02-03,SUP-012
TS-001986,EMP-1648,Employee 1982,Campus E,Career Services,2026-01-28,31.25,24.67,770.94,Approved,2026-01-31,2026-02-03,SUP-013
TS-000987,EMP-1149,Employee 1472,Campus E,Facilities,2026-04-07,6.41,17.3,110.89,Rejected,2026-04-10,2026-04-11,SUP-033
TS-001103,EMP-1209,Employee 1151,Campus C,Career Services,2026-02-14,11.75,11.77,138.3,Processing,2026-02-17,2026-02-18,SUP-012
TS-001987,EMP-1206,Employee 1969,Campus B,Career Services,2026-05-10,22.39,17.33,388.02,Rejected,2026-05-13,2026-05-15,SUP-033
TS-000947,EMP-1639,Employee 1361,Campus C,Career Services,2026-04-26,38.37,13.01,499.19,Processing,2026-04-27,2026-04-28,SUP-019
TS-000402,EMP-1127,Employee 1026,Campus D,Career Services,2026-01-27,7.06,22.15,156.38,Processing,2026-01-29,2026-02-03,SUP-020
TS-000083,EMP-1636,Employee 1185,Campus E,Facilities,2026-04-23,15.21,23.62,359.26,Processing,2026-04-23,2026-04-27,SUP-040
TS-002041,EMP-1147,Employee 1452,Campus E,IT Services,2026-06-09,19.22,9.08,174.52,Pending,2026-06-11,2026-06-15,SUP-038
TS-001712,EMP-1535,Employee 1915,Campus B,Library,2026-02-28,2.39,28.2,67.4,Approved,2026-03-02,2026-03-03,SUP-033
TS-001577,EMP-1025,Employee 1385,Campus E,Facilities,2026-01-22,9.73,15.2,147.9,Pending,2026-01-23,2026-01-25,SUP-006
TS-002165,EMP-1115,Employee 1166,Campus C,Financial Aid,2026-05-24,32.66,23.12,755.1,Approved,2026-05-26,2026-05-28,SUP-030
TS-000178,EMP-1648,Employee 1963,Campus D,Registrar,2026-02-17,31.11,13.97,434.61,Pending,2026-02-20,2026-02-21,SUP-005
TS-002060,EMP-1742,Employee 1817,Campus C,Admissions,2026-06-22,19.16,29.32,561.77,Approved,2026-06-24,2026-06-27,SUP-001
TS-001014,EMP-1779,Employee 1972,Campus D,Career Services,2026-05-22,11.55,8.2,94.71,Approved,2026-05-25,2026-05-27,SUP-032
TS-000612,EMP-1767,Employee 1240,Campus C,Career Services,2026-06-26,5.46,11.11,60.66,Rejected,2026-06-26,2026-06-29,SUP-003
TS-000130,EMP-1295,Employee 1196,Campus B,IT Services,2026-05-23,37.72,29.6,1116.51,Rejected,2026-05-25,2026-05-27,SUP-014
TS-001120,EMP-1570,Employee 1396,Campus B,Library,2026-02-04,36.02,,,Processing,2026-02-07,2026-02-10,SUP-039
TS-001390,EMP-1677,Employee 1193,Campus C,Student Success,2026-04-27,23.13,11.78,272.47,Approved,2026-04-29,2026-05-04,SUP-028
TS-001322,EMP-1207,Employee 1901,Campus A,Registrar,2026-02-07,21.64,17.78,384.76,Rejected,2026-02-09,2026-02-10,SUP-005
TS-000408,EMP-1194,Employee 1815,Campus A,Library,2026-02-18,18.05,12.94,233.57,Processing,2026-02-21,2026-02-26,SUP-025
TS-001628,EMP-1724,Employee 1083,Campus E,Library,2026-01-29,14.53,27.08,393.47,Pending,2026-02-01,2026-02-02,SUP-037
TS-001787,EMP-1017,Employee 1098,Campus E,Facilities,2026-02-13,1.05,11.29,11.85,Pending,2026-02-16,2026-02-18,SUP-040
TS-001282,EMP-1737,Employee 1860,Campus C,Financial Aid,2026-04-14,18.96,17.54,332.56,Processing,2026-04-17,2026-04-21,SUP-030
TS-002316,EMP-1444,Employee 1954,Campus E,Career Services,2026-04-19,1.11,7.55,8.38,Pending,2026-04-19,2026-04-23,SUP-011
TS-001592,EMP-1449,Employee 1779,Campus C,Student Success,2026-02-15,7.54,4.97,37.47,Processing,2026-02-17,2026-02-21,SUP-038
TS-000244,EMP-1568,Employee 1151,Campus A,Financial Aid,2026-04-02,2.91,14.05,40.89,Pending,2026-04-05,2026-04-10,SUP-002
TS-000237,EMP-1347,Employee 1475,Campus C,Student Success,2026-02-20,1.25,4.46,5.58,Pending,2026-02-21,2026-02-23,SUP-035
TS-000006,EMP-1399,Employee 1313,Campus C,Financial Aid,2026-01-31,5.66,19.44,110.03,Pending,2026-02-01,2026-02-04,SUP-013
TS-001932,EMP-1592,Employee 1425,Campus B,Admissions,2026-02-08,36.69,8.32,82.94,Pending,2026-02-11,2026-02-14,SUP-003
TS-000809,EMP-1052,Employee 1961,Campus D,Career Services,2026-04-09,8.61,10.51,90.49,Approved,2026-04-11,2026-04-16,SUP-009
TS-001203,EMP-1548,Employee 1386,Campus E,Facilities,2026-02-10,14.6,12.32,179.87,Processing,2026-02-10,2026-02-11,SUP-005
TS-000799,EMP-1228,Employee 1172,Campus D,Admissions,2026-01-25,21.47,22.14,475.35,Processing,2026-01-25,2026-01-29,SUP-011
TS-001440,EMP-1363,Employee 1060,Campus E,Career Services,2026-02-07,5.92,23.69,140.24,Rejected,2026-02-07,2026-02-11,SUP-022
TS-000935,EMP-1648,Employee 1162,Campus C,Financial Aid,2026-01-24,18.06,5.0,90.3,Pending,2026-01-24,2026-01-25,SUP-002
TS-001931,EMP-1789,Employee 1494,Campus C,Financial Aid,2026-06-08,33.5,24.16,809.36,Approved,2026-06-11,2026-06-14,SUP-036
TS-000214,EMP-1755,Employee 1848,Campus C,Library,2026-05-21,34.24,25.18,862.16,Approved,2026-05-22,2026-05-27,SUP-003
TS-002414,EMP-1497,Employee 1926,Campus E,Career Services,2026-04-24,19.93,28.89,575.78,Pending,2026-04-25,2026-04-26,SUP-009
TS-002461,EMP-1568,Employee 1450,Campus B,Library,2026-03-05,39.51,20.41,806.4,Pending,2026-03-07,2026-03-09,SUP-019
TS-000548,EMP-1403,Employee 1593,Campus C,Registrar,2026-02-20,31.38,14.67,460.34,Approved,2026-02-22,2026-02-24,SUP-016
TS-000906,EMP-1760,Employee 1024,Campus E,Registrar,2026-05-03,7.29,22.77,54.3,Approved,2026-05-03,2026-05-06,SUP-006
TS-002154,EMP-1763,Employee 1187,Campus B,Registrar,2026-04-16,26.05,24.91,648.91,Approved,2026-04-19,2026-04-24,SUP-033
TS-002237,EMP-1434,Employee 1961,Campus D,Admissions,2026-03-23,23.33,23.98,559.45,Processing,2026-03-26,2026-03-27,SUP-028
TS-001561,EMP-1127,Employee 1464,Campus D,Facilities,2026-06-11,38.03,21.86,831.34,Pending,2026-06-12,2026-06-17,SUP-004
TS-000675,EMP-1213,Employee 1767,Campus A,Student Success,2026-02-03,7.1,18.45,130.99,Processing,2026-02-04,2026-02-06,SUP-032
TS-000348,EMP-1235,Employee 1766,Campus C,Financial Aid,2026-04-16,8.18,21.28,174.07,Rejected,2026-04-17,2026-04-19,SUP-013
TS-001831,EMP-1069,Employee 1707,Campus B,Facilities,2026-02-11,30.42,13.89,422.53,Pending,2026-02-11,2026-02-12,SUP-023
TS-001009,EMP-1501,Employee 1873,Campus B,Career Services,2026-04-23,35.09,20.2,708.82,Pending,2026-04-26,2026-04-30,SUP-034
TS-001154,EMP-1408,Employee 1106,Campus B,IT Services,2026-05-29,15.29,22.19,339.29,Pending,2026-05-29,2026-05-31,SUP-016
TS-002193,EMP-1435,Employee 1163,Campus B,IT Services,2026-01-03,38.82,22.01,854.43,Approved,2026-01-05,2026-01-10,SUP-034
TS-002258,EMP-1075,Employee 1793,Campus D,IT Services,2026-02-25,30.07,29.44,885.26,Rejected,2026-02-26,2026-02-28,SUP-025
TS-001957,EMP-1138,Employee 1601,Campus E,Admissions,2026-06-26,2.88,20.8,59.9,Rejected,2026-06-26,2026-06-27,SUP-031
TS-002177,EMP-1661,Employee 1019,Campus E,Career Services,2026-02-09,15.21,7.45,113.31,Rejected,2026-02-10,2026-02-14,SUP-037
TS-001133,EMP-1348,Employee 1150,Campus E,Career Services,2026-04-08,37.17,24.3,903.23,Processing,2026-04-08,2026-04-11,SUP-026
TS-001383,EMP-1716,Employee 1619,Campus C,IT Services,2026-05-01,30.54,,,Pending,2026-05-04,2026-05-08,SUP-031
TS-002314,EMP-1415,Employee 1816,Campus D,Admissions,2026-04-30,12.37,15.99,197.8,Processing,2026-05-01,2026-05-04,SUP-017
TS-000373,EMP-1716,Employee 1433,Campus Z,Library,2026-06-06,30.44,16.65,506.83,Processing,2026-06-08,2026-06-12,SUP-012
TS-001878,EMP-1624,Employee 1053,Campus C,Admissions,2026-04-23,26.76,19.68,526.64,Approved,2026-04-26,2026-04-29,SUP-031
TS-001486,EMP-1126,Employee 1764,Campus D,Admissions,2026-01-17,36.05,12.99,27.48,Pending,2026-01-17,2026-01-19,SUP-036
TS-002138,EMP-1799,Employee 1879,Campus B,IT Services,2026-06-04,25.32,8.27,53.83,Rejected,2026-06-06,2026-06-08,SUP-028
TS-000959,EMP-1320,Employee 1174,Campus B,Student Success,2026-01-31,34.61,24.38,843.79,Processing,2026-02-01,2026-02-04,SUP-029
TS-001608,EMP-1123,Employee 1648,Campus D,Facilities,2026-06-24,12.83,26.61,341.41,Processing,2026-06-24,2026-06-27,SUP-025
TS-000786,EMP-1468,Employee 1644,Campus A,Career Services,2026-05-06,3.03,29.82,90.35,Pending,2026-05-06,2026-05-08,SUP-009
TS-000494,EMP-1132,Employee 1134,Campus A,Student Success,2026-01-25,27.69,23.41,648.22,Processing,2026-01-28,2026-01-31,SUP-031
TS-000973,EMP-1517,Employee 1181,Campus C,Career Services,2026-02-13,14.73,18.03,265.58,Approved,2026-02-13,2026-02-18,SUP-032
TS-001706,EMP-1366,Employee 1899,Campus C,Library,2026-03-10,27.36,17.02,465.67,Rejected,2026-03-10,2026-03-11,SUP-024
TS-000281,EMP-1444,Employee 1496,Campus E,Library,2026-01-15,-9.65,18.78,-181.23,Pending,2026-01-16,2026-01-17,SUP-034
TS-001214,EMP-1273,Employee 1989,Campus E,Facilities,2026-04-12,33.76,12.3,415.25,Approved,2026-04-13,2026-04-15,SUP-013
TS-001288,EMP-1527,Employee 1955,Campus E,Admissions,2026-06-23,56.56,7.45,421.37,Approved,2026-06-23,2026-06-24,SUP-022
TS-002369,EMP-1354,Employee 1280,Campus E,Career Services,2026-03-14,22.27,22.98,511.76,Approved,2026-03-14,2026-03-19,SUP-004
TS-002426,EMP-1623,Employee 1841,Campus C,Student Success,2026-05-21,26.83,4.62,123.95,Approved,2026-05-21,2026-05-25,SUP-010
TS-001554,EMP-1429,Employee 1562,Campus B,Registrar,2026-06-01,27.39,17.13,469.19,Rejected,2026-06-03,2026-06-08,SUP-006
TS-000966,EMP-1485,Employee 1086,Campus C,Registrar,2026-02-24,20.59,18.81,387.3,Approved,2026-02-25,2026-03-01,SUP-029
TS-002040,EMP-1320,Employee 1801,Campus D,Facilities,2026-02-03,38.3,21.39,819.24,Processing,2026-02-05,2026-02-06,SUP-027
TS-000491,EMP-1289,Employee 1277,Campus B,IT Services,2026-05-27,3.78,21.2,80.14,Rejected,2026-05-28,2026-05-30,SUP-035
TS-000158,EMP-1289,Employee 1713,Campus D,Registrar,2026-02-08,8.17,19.49,159.23,Pending,2026-02-10,2026-02-14,SUP-015
TS-000695,EMP-1636,Employee 1147,Campus E,Facilities,2026-05-05,38.75,18.92,151.9,Approved,2026-05-08,2026-05-10,SUP-014
TS-001620,EMP-1366,Employee 1668,Campus C,Financial Aid,2026-05-28,22.68,14.26,323.42,Processing,2026-05-29,2026-06-01,SUP-008
TS-000386,EMP-1280,Employee 1204,Campus B,Financial Aid,2026-03-09,8.91,12.93,115.21,Rejected,2026-03-10,2026-03-12,SUP-010
TS-000539,EMP-1744,Employee 1345,Campus D,Library,2026-01-31,33.62,25.29,850.25,Unknown,2026-02-01,2026-02-04,SUP-038
TS-001413,EMP-1364,Employee 1735,Campus D,IT Services,2026-05-15,20.62,18.62,383.94,Approved,2026-05-18,2026-05-20,SUP-014
TS-000870,EMP-1124,Employee 1280,Campus B,IT Services,2026-01-12,29.89,16.29,486.91,Approved,2026-01-12,2026-01-14,SUP-011
TS-001816,EMP-1195,Employee 1094,Campus E,IT Services,2026-03-23,15.15,29.31,444.05,Rejected,2026-03-24,2026-03-26,SUP-012
TS-000156,EMP-1452,Employee 1791,Campus C,Financial Aid,2026-03-19,9.62,14.09,135.55,Approved,2026-03-20,2026-03-25,SUP-036
TS-001975,EMP-1162,Employee 1342,Campus D,Registrar,2026-03-03,8.25,15.14,124.91,Approved,2026-03-06,2026-03-11,SUP-007
TS-000519,EMP-1165,Employee 1475,Campus D,Student Success,2026-03-19,10.11,22.8,230.51,Processing,2026-03-22,2026-03-27,SUP-031
TS-002025,EMP-1429,Employee 1457,Campus C,Registrar,2026-05-28,23.7,23.27,551.5,Processing,2026-05-30,2026-06-02,SUP-028
TS-001259,EMP-1701,Employee 1205,Campus C,Library,2026-02-04,12.43,21.5,267.25,Processing,2026-02-07,2026-02-09,SUP-028
TS-000438,EMP-1471,Employee 1356,Campus D,Registrar,2026-01-31,37.22,21.67,806.56,Processing,2026-02-01,2026-02-06,SUP-004
TS-001509,EMP-1247,Employee 1194,Campus D,Career Services,2026-04-23,31.71,24.28,769.92,Approved,2026-04-25,2026-04-26,SUP-010
TS-000621,EMP-1018,Employee 1273,Campus C,Facilities,2026-03-07,10.3,10.66,109.8,Approved,2026-03-08,2026-03-12,SUP-016
TS-001105,EMP-1475,Employee 1090,Campus A,Career Services,2026-02-16,13.38,21.51,287.8,Approved,2026-02-16,2026-02-18,SUP-011
TS-000773,EMP-1166,Employee 1687,Campus A,IT Services,2026-02-09,7.94,23.5,186.59,Pending,2026-02-12,2026-02-15,SUP-029
TS-002437,EMP-1744,Employee 1163,Campus B,IT Services,2026-05-28,33.39,7.74,258.44,Processing,2026-05-30,2026-06-02,SUP-009
TS-000242,EMP-1249,Employee 1111,Campus B,Career Services,2026-02-12,13.25,10.0,132.5,Rejected,2026-02-15,2026-02-19,SUP-014
TS-001573,EMP-1149,Employee 1198,Campus C,Registrar,2026-02-13,31.59,22.87,722.46,Processing,2026-02-15,2026-02-19,SUP-015
TS-000490,EMP-1465,Employee 1152,Campus B,IT Services,2026-01-30,22.83,9.58,218.71,Rejected,2026-01-30,2026-02-04,SUP-036
TS-001028,EMP-1648,Employee 1397,Campus C,Student Success,2026-04-19,38.45,17.88,687.49,Pending,2026-04-21,2026-04-23,SUP-009
TS-001119,EMP-1513,Employee 1163,Campus C,Career Services,2026-05-01,36.6,22.46,822.04,Processing,2026-05-04,2026-05-06,SUP-016
TS-001091,EMP-1096,Employee 1221,Campus A,Facilities,2026-02-06,-2.59,14.61,-37.84,Approved,2026-02-07,2026-02-11,SUP-009
TS-001050,EMP-1107,Employee 1328,Campus D,Facilities,2026-05-11,10.06,18.47,185.81,Approved,2026-05-13,2026-05-14,SUP-037
TS-001789,EMP-1607,Employee 1216,Campus B,Career Services,2026-01-17,23.51,23.41,550.37,Approved,2026-01-20,2026-01-23,SUP-009
TS-000394,EMP-1685,Employee 1825,Campus A,Facilities,2026-04-18,39.83,26.57,1058.28,Rejected,2026-04-21,2026-04-23,SUP-032
TS-002364,EMP-1394,Employee 1766,Campus E,IT Services,2026-01-03,33.01,13.22,149.21,Approved,2026-01-04,2026-01-08,SUP-008
TS-002006,EMP-1766,Employee 1312,Campus D,Student Success,2026-02-16,1.88,22.59,42.47,Processing,2026-02-19,2026-02-24,SUP-023
TS-000600,EMP-1135,Employee 1567,Campus D,IT Services,2026-04-20,35.9,25.51,915.81,Rejected,2026-04-21,2026-04-22,SUP-012
TS-000319,EMP-1749,Employee 1986,Campus E,IT Services,2026-05-11,38.06,15.52,590.69,Approved,2026-05-12,2026-05-16,SUP-015
TS-001656,EMP-1349,Employee 1102,Campus C,Library,2026-06-10,32.01,8.4,268.88,Processing,2026-06-10,2026-06-11,SUP-030
TS-000941,EMP-1522,Employee 1580,Campus E,Admissions,2026-01-31,19.87,21.22,421.64,Approved,2026-02-02,2026-02-05,SUP-011
TS-000250,EMP-1722,Employee 1286,Campus D,Facilities,2026-04-18,10.72,29.87,320.21,Approved,2026-04-19,2026-04-24,SUP-025
TS-001005,EMP-1425,Employee 1621,Campus A,Facilities,2026-03-24,15.73,29.75,467.97,Pending,2026-03-24,2026-03-28,SUP-013
TS-000733,EMP-1558,Employee 1609,Campus A,Financial Aid,2026-05-27,11.0,16.83,185.13,Processing,2026-05-28,2026-06-02,SUP-012
TS-001043,EMP-1481,Employee 1495,Campus E,Financial Aid,2026-04-25,23.2,26.06,295.27,Pending,2026-04-28,2026-04-30,SUP-035
TS-000719,EMP-1314,Employee 1859,Campus A,Career Services,2026-04-29,18.34,12.29,225.4,Approved,2026-05-01,2026-05-03,SUP-018
TS-001116,EMP-1628,Employee 1965,Campus E,Financial Aid,2026-05-26,26.87,25.19,676.86,Approved,2026-05-27,2026-05-29,SUP-006
TS-000112,EMP-1187,Employee 1201,Campus E,IT Services,2026-02-02,21.81,18.68,407.41,Pending,2026-02-04,2026-02-09,SUP-038
TS-002367,EMP-1543,Employee 1358,Campus E,Admissions,2026-01-30,23.14,13.44,311.0,Approved,2026-02-02,2026-02-04,SUP-006
TS-001843,EMP-1744,Employee 1502,Campus D,Financial Aid,2026-01-21,18.08,16.11,64.79,Approved,2026-01-22,2026-01-24,SUP-030
TS-000166,EMP-1485,Employee 1670,Campus C,IT Services,2026-05-06,7.56,25.34,191.57,Pending,2026-05-09,2026-05-13,SUP-009
TS-000384,EMP-1717,Employee 1422,Campus C,Admissions,2026-06-29,12.2,16.33,199.23,Rejected,2026-07-01,2026-07-03,SUP-005
TS-002064,EMP-1546,Employee 1329,Campus A,Career Services,2026-04-15,16.15,7.35,118.7,Approved,2026-04-17,2026-04-19,SUP-014
TS-000712,EMP-1183,Employee 1984,Campus E,Student Success,2026-01-11,38.48,21.37,822.32,Pending,2026-01-11,2026-01-15,SUP-001
TS-002213,EMP-1571,Employee 1870,Campus A,Admissions,2026-04-21,20.72,29.2,605.02,Processing,2026-04-24,2026-04-25,SUP-003
TS-000937,EMP-1128,Employee 1245,Campus B,IT Services,2026-02-19,31.05,22.25,690.86,Rejected,2026-02-20,2026-02-24,SUP-006
TS-001768,EMP-1481,Employee 1344,Campus E,Facilities,2026-05-20,30.64,12.79,391.89,Rejected,2026-05-22,2026-05-25,SUP-037
TS-001997,EMP-1270,Employee 1486,Campus A,Facilities,2026-05-20,28.08,11.11,311.97,Pending,2026-05-23,2026-05-27,SUP-003
TS-001078,EMP-1776,Employee 1173,Campus B,Student Success,2026-06-01,6.51,21.28,138.53,Processing,2026-06-02,2026-06-03,SUP-034
TS-001537,EMP-1373,Employee 1094,Campus C,Admissions,2026-06-28,21.27,16.51,351.17,Approved,2026-06-30,2026-07-02,SUP-024
TS-000287,EMP-1183,Employee 1916,Campus D,Library,2026-04-28,19.2,22.66,435.07,Processing,2026-04-30,2026-05-02,SUP-038
TS-000459,EMP-1712,Employee 1480,Campus C,Facilities,2026-04-10,6.36,11.65,74.09,Approved,2026-04-13,2026-04-17,SUP-027
TS-000650,EMP-1465,Employee 1576,Campus E,Financial Aid,2026-05-30,30.91,11.36,351.14,Approved,2026-05-30,2026-06-04,SUP-016
TS-000607,EMP-1170,Employee 1555,Campus C,Admissions,2026-01-09,15.96,14.41,14.73,Processing,2026-01-12,2026-01-13,SUP-029
TS-000343,EMP-1779,Employee 1588,Campus B,IT Services,2026-04-15,25.58,17.1,437.42,Approved,2026-04-18,2026-04-22,SUP-025
TS-000366,EMP-1000,Employee 1224,Campus D,Facilities,2026-05-30,26.73,13.27,354.71,Rejected,2026-05-31,2026-06-05,SUP-030
TS-001989,EMP-1180,Employee 1008,Campus E,Admissions,2026-06-09,8.53,26.04,222.12,Processing,2026-06-09,2026-06-12,SUP-002
TS-001590,EMP-1491,Employee 1190,Campus B,Facilities,2026-06-24,33.38,12.3,410.57,Pending,2026-06-26,2026-06-30,SUP-035
TS-001910,EMP-1037,Employee 1198,Campus E,Registrar,2026-02-18,13.55,8.31,112.6,Pending,2026-02-18,2026-02-19,SUP-018
TS-002376,EMP-1321,Employee 1118,Campus B,Facilities,2026-06-30,27.59,28.32,781.35,Approved,2026-06-30,2026-07-05,SUP-009
TS-001293,EMP-1249,Employee 1585,Campus B,Student Success,2026-01-06,14.41,14.98,215.86,Approved,2026-01-09,2026-01-14,SUP-024
TS-000175,EMP-1257,Employee 1770,Campus D,Career Services,2026-03-18,10.38,26.24,272.37,Processing,2026-03-19,2026-03-24,SUP-035
TS-001198,EMP-1585,Employee 1718,Campus A,Registrar,2026-05-01,29.46,27.66,814.86,Approved,2026-05-01,2026-05-04,SUP-010
TS-000864,EMP-1797,Employee 1483,Campus C,Career Services,2026-04-21,37.98,15.52,589.45,Rejected,2026-04-22,2026-04-25,SUP-008
TS-000285,EMP-1258,Employee 1050,Campus B,Financial Aid,2026-02-26,11.49,16.57,190.39,Approved,2026-02-27,2026-03-01,SUP-001
TS-000659,EMP-1171,Employee 1644,Campus E,Career Services,2026-03-16,4.09,25.49,104.25,Rejected,2026-03-19,2026-03-23,SUP-010
TS-000054,EMP-1214,Employee 1329,Campus E,Facilities,2026-01-17,25.35,20.57,521.45,Rejected,2026-01-18,2026-01-21,SUP-025
TS-000434,EMP-1032,Employee 1530,Campus B,IT Services,2026-01-02,9.38,14.41,135.17,Rejected,2026-01-04,2026-01-06,SUP-036
TS-001367,EMP-1706,Employee 1185,Campus D,IT Services,2026-06-28,26.49,8.36,221.46,Approved,2026-07-01,2026-07-06,SUP-034
TS-001003,EMP-1389,Employee 1030,Campus B,Financial Aid,2026-01-25,37.44,18.09,677.29,Pending,2026-01-25,2026-01-29,SUP-016
TS-002294,EMP-1188,Employee 1059,Campus E,IT Services,2026-04-05,16.79,19.76,331.77,Rejected,2026-04-08,2026-04-10,SUP-036
TS-001172,EMP-1605,Employee 1311,Campus A,Student Success,2026-03-29,31.37,24.6,771.7,Pending,2026-03-30,2026-04-01,SUP-020
TS-001463,EMP-1477,Employee 1956,Campus C,Library,2026-04-17,34.62,9.19,318.16,Approved,2026-04-17,2026-04-20,SUP-039
TS-000106,EMP-1331,Employee 1920,Campus D,Career Services,2026-06-24,28.67,19.76,566.52,Rejected,2026-06-26,2026-06-29,SUP-020
TS-000541,EMP-1111,Employee 1947,Campus E,Admissions,2026-02-04,15.67,10.84,169.86,Processing,2026-02-04,2026-02-09,SUP-006
TS-001175,EMP-1585,Employee 1955,Campus C,Student Success,2026-03-19,12.94,23.78,48.39,Rejected,2026-03-21,2026-03-23,SUP-029
TS-001255,EMP-1348,Employee 1957,Campus E,Career Services,2026-03-21,14.61,11.35,165.82,Pending,2026-03-23,2026-03-24,SUP-007
TS-001144,EMP-1038,Employee 1360,Campus B,Registrar,2026-06-03,31.05,21.59,670.37,Rejected,2026-06-05,2026-06-08,SUP-033
TS-000989,EMP-1665,Employee 1980,Campus D,Career Services,2026-02-05,23.63,15.74,371.94,Rejected,2026-02-07,2026-02-09,SUP-004
TS-002424,EMP-1627,Employee 1693,Campus E,Career Services,2026-01-21,17.69,16.82,297.55,Processing,2026-01-24,2026-01-28,SUP-022
TS-000814,EMP-1211,Employee 1827,Campus B,Financial Aid,2026-03-08,4.42,9.28,41.02,Pending,2026-03-08,2026-03-11,SUP-008
TS-001283,EMP-1341,Employee 1345,Campus C,Registrar,2026-02-04,9.46,11.59,109.64,Pending,2026-02-05,2026-02-07,SUP-040
TS-001664,EMP-1060,Employee 1478,Campus A,Student Success,2026-05-19,4.47,8.5,37.99,Pending,2026-05-20,2026-05-21,SUP-002
TS-000493,EMP-1402,Employee 1610,Campus E,Student Success,2026-06-07,13.96,11.76,164.17,Approved,2026-06-09,2026-06-12,SUP-030
TS-002423,EMP-1330,Employee 1385,Campus C,Student Success,2026-03-15,1.5,24.09,36.13,Rejected,2026-03-16,2026-03-20,SUP-023
TS-000853,EMP-1001,Employee 1383,Campus C,Library,2026-04-20,32.65,9.72,317.36,Processing,2026-04-21,2026-04-26,SUP-029
TS-000818,EMP-1267,Employee 1316,Campus E,Career Services,2026-03-12,48.54,23.27,1129.53,Processing,2026-03-15,2026-03-17,SUP-004
TS-000074,EMP-1770,Employee 1605,Campus A,Library,2026-05-10,19.01,8.11,154.17,Rejected,2026-05-10,2026-05-13,SUP-019
TS-002438,EMP-1496,Employee 1005,Campus D,Facilities,2026-05-26,15.94,28.38,452.38,Approved,2026-05-29,2026-06-01,SUP-010
TS-001013,EMP-1448,Employee 1342,Campus A,Facilities,2026-02-22,10.19,8.91,90.79,Approved,2026-02-24,2026-02-25,SUP-023
TS-000467,EMP-1167,Employee 1116,Campus D,Library,2026-01-22,24.87,10.89,270.83,Processing,2026-01-25,2026-01-30,SUP-003
TS-000055,EMP-1702,Employee 1543,Campus C,Student Success,2026-05-10,31.93,9.85,314.51,Pending,2026-05-13,2026-05-14,SUP-028
TS-000881,EMP-1234,Employee 1386,Campus D,Admissions,2026-01-29,6.15,24.77,152.34,Rejected,2026-01-29,2026-01-30,SUP-010
TS-002081,EMP-1757,Employee 1708,Campus B,Library,2026-06-04,35.83,17.06,611.26,Processing,2026-06-05,2026-06-07,SUP-039
TS-001122,EMP-1748,Employee 1348,Campus E,Admissions,2026-06-06,26.18,10.39,272.01,Pending,2026-06-09,2026-06-01,SUP-003
TS-001357,EMP-1747,Employee 1726,Campus C,Student Success,2026-01-30,22.39,16.24,363.61,Processing,2026-02-01,2026-02-04,SUP-015
TS-001452,EMP-1716,Employee 1833,Campus E,Registrar,2026-01-05,26.87,18.55,498.44,Pending,2026-01-07,2026-01-12,SUP-035
TS-001636,EMP-1274,Employee 1153,Campus C,Facilities,2026-01-26,1.89,19.95,37.71,Processing,2026-01-26,2026-01-29,SUP-034
TS-000479,EMP-1311,Employee 1206,Campus C,IT Services,2026-01-18,20.76,14.62,303.51,Approved,2026-01-20,2026-01-23,SUP-008
TS-000836,EMP-1123,Employee 1072,Campus C,Financial Aid,2026-04-06,33.04,14.45,477.43,Processing,2026-04-07,2026-04-11,SUP-025
TS-001530,EMP-1006,Employee 1740,Campus A,Career Services,2026-06-06,39.67,9.42,373.69,Processing,2026-06-09,2026-06-12,SUP-036
TS-002071,EMP-1236,Employee 1783,Campus A,Facilities,2026-05-20,36.4,14.75,536.9,Approved,2026-05-20,2026-05-24,SUP-009
TS-001312,EMP-1375,Employee 1174,Campus A,Library,2026-04-15,13.65,25.36,346.16,Processing,2026-04-18,2026-04-22,SUP-030
